Title,Author,Genre,Rating_Average,Rating_Counts,Description,Page_Numbers,ISBN,Language,Published_Year,Cover_URL,Book_Link
Kinder- und Hausmärchen,Gebrüder Grimm [Brothers Grimm],"Fairy tales, Folk literature, Folklore",4.6,10.0,"Hans had served his master seven years, and at last said to him, 'Master, my time is up, I should like to go home and see my mother; so give me my wages.'",304,0146000803,eng,1812,https://covers.openlibrary.org/b/id/8236293-L.jpg,https://openlibrary.org/works/OL45361W
Die Leiden des jungen Werthers,Johann Wolfgang von Goethe,"Translations into English, Travel, German fiction",3.689655,29.0,No description available,180,8475058434,glg,1779,https://covers.openlibrary.org/b/id/7187281-L.jpg,https://openlibrary.org/works/OL52556W
Murder in Three Acts,Agatha Christie,"Fiction, Hercule Poirot (Fictitious character), Murder in fiction",3.6666667,12.0,"MR. Satterthwaite sat on the terrace of Crow's Nest and watched his host, Sir Charles Cartwright, climbing up the path from the sea.",233,8371841191,eng,1934,https://covers.openlibrary.org/b/id/6874620-L.jpg,https://openlibrary.org/works/OL471765W
The Castle of Otranto,Horace Walpole,"Castles, Gothic revival (Literature), Translations into Russian",3.357143,14.0,No description available,114,9798706482053,eng,1764,https://covers.openlibrary.org/b/id/6468730-L.jpg,https://openlibrary.org/works/OL183675W
Breakfast at Tiffany's,Truman Capote,"American Short stories, Manners and customs, Fiction",3.9333334,15.0,"Es zieht mich stets dorthin zurück, wo ich einmal gelebt habe, zu den Häusern, der Gegend.",160,9780862206154,eng,1956,https://covers.openlibrary.org/b/id/100108-L.jpg,https://openlibrary.org/works/OL1992167W
Little House in the Big Woods,Laura Ingalls Wilder,"Juvenile fiction, Ficción juvenil, Frontier and pioneer life",3.962264,53.0,"Once upon a time, sixty years ago, a little girl lived in the Big Woods of Wisconsin, in a little gray house made of logs.",228,9788949140285,eng,1932,https://covers.openlibrary.org/b/id/28677-L.jpg,https://openlibrary.org/works/OL1719746W
Perfume,Patrick Süskind,"Historical fiction, psychological thriller, dark fantasy",3.8395061,81.0,In eighteenth-century France there lived a man who was one of the most gifted and abominable personages in an era that knew no lack of gifted and abominable personages.,263,8432229261,eng,1985,https://covers.openlibrary.org/b/id/10910286-L.jpg,https://openlibrary.org/works/OL10834W
Frankenstein or The Modern Prometheus,Mary Shelley,"Frankenstein (Fictitious character), Frankenstein's monster (Fictitious character), Fiction",3.953271,214.0,"In Greek mythology, Promotheus was the Titan charged with giving abilities to the animals of the earth.",240,1670401251,eng,1818,https://covers.openlibrary.org/b/id/12356249-L.jpg,https://openlibrary.org/works/OL450063W
David Copperfield,Charles Dickens,"British and irish drama (dramatic works by one author), Children's fiction, Orphans, fiction",4.4666667,15.0,"Whether I shall turn out to be the hero of my own life, or whether that station will be held by anybody else, these pages must show.",742,9781627933810,jpn,1800,https://covers.openlibrary.org/b/id/1048892-L.jpg,https://openlibrary.org/works/OL8662242W
Tess of the d'Urbervilles,Thomas Hardy,"Fiction, Man-woman relationships, fiction, Poor families, fiction",4.0,15.0,"THIS novel being one wherein the great campaign of the heroine begins after an event in her experience which has usually been treated as fatal to her part of protagonist, or at least as the virtual ending of her enterprises and hopes, it was quite contrary to avowed conventions that the public should welcome the book, and agree with me in holding that there was something more to be said in fiction than had been said about the shaded side of a well-known catastrophe.",457,9788366989863,jpn,1707,https://covers.openlibrary.org/b/id/13109386-L.jpg,https://openlibrary.org/works/OL44927W
Justine,Marquis de Sade,"Facsimiles, Manuscripts, Novela erótica",4.8,5.0,No description available,291,9780007300440,eng,1900,https://covers.openlibrary.org/b/id/12975462-L.jpg,https://openlibrary.org/works/OL962240W
A Pocket Full of Rye,Agatha Christie,"Ficción, Fiction, Jane Marple (Fictitious character)",4.3846154,13.0,It was Miss Somers' turn to make the tea.,203,9780007208524,eng,1953,https://covers.openlibrary.org/b/id/14591386-L.jpg,https://openlibrary.org/works/OL472619W
"The Lion, the Witch and the Wardrobe",C. S. Lewis,"the Blitz, fauns, Turkish Delight",4.1260505,119.0,"ONCE THERE WERE FOUR CHILDREN whose names were Peter, Susan, Edmund and Lucy.",186,0060290137,eng,1950,https://covers.openlibrary.org/b/id/8441376-L.jpg,https://openlibrary.org/works/OL71037W
The House of the Dead,Фёдор Михайлович Достоевский,"Poor, Exiles, Classic Literature",4.5,6.0,"IN the midst of the steppes, of the mountains, of the impenetrable forests of the desert regions of Siberia, one meets from time to time with little towns of a thousand or two inhabitants, built entirely of wood, very ugly, with two churches-one in the centre of the town, the other in the cementery-in a word, towns which bear much more resemblance to a good-sized village in the suburbs of Moscow than to a town properly so called.",339,9781434655387,eng,1881,https://covers.openlibrary.org/b/id/9415186-L.jpg,https://openlibrary.org/works/OL166970W
Dracula,Bram Stoker,"English literature, Fiction, Horror",4.0277777,180.0,"3 May. Bistritz. - Left Munich at 8.35 p.m. on 1st May, arriving at Vienna early next morning; should have arrived at 6.46, but train was an hour late.",408,9780205632633,eng,1897,https://covers.openlibrary.org/b/id/12216503-L.jpg,https://openlibrary.org/works/OL85892W
To Kill a Mockingbird,Harper Lee,"fiction, fiction classics, contemporary fiction",4.108871,248.0,"When he was nearly thirteen, my brother Jem got his arm badly broken at the elbow.",320,1569564426,eng,1960,https://covers.openlibrary.org/b/id/14351077-L.jpg,https://openlibrary.org/works/OL3140822W
The Murder of Roger Ackroyd,Agatha Christie,"detective fiction, mystery, murder",4.213333,75.0,MRS. Ferrars died on the night of the 16th-17th September-a Thursday.,256,9788477511328,eng,1926,https://covers.openlibrary.org/b/id/13151356-L.jpg,https://openlibrary.org/works/OL471932W
The Return of the Native,Thomas Hardy,"People with visual disabilities, fiction, Return of the native (Hardy, Thomas)",4.0,7.0,No description available,470,9798507857210,eng,1878,https://covers.openlibrary.org/b/id/8162989-L.jpg,https://openlibrary.org/works/OL44994W
Fahrenheit 451,Ray Bradbury,"Mechanical Hound, girl next door, Long Now Manual for Civilization",3.9788234,425.0,It was a pleasure to burn.,189,0812973577,jpn,1953,https://covers.openlibrary.org/b/id/12993656-L.jpg,https://openlibrary.org/works/OL103123W
The Case-Book of Sherlock Holmes,Arthur Conan Doyle,"Fiction, English Detective and mystery stories, Private investigators",4.5666666,30.0,No description available,290,9780719530128,eng,1927,https://covers.openlibrary.org/b/id/8350410-L.jpg,https://openlibrary.org/works/OL262426W
Matilda,Roald Dahl,"juvenile fiction, Schools, Girls",4.3598485,264.0,It's a funny thing about mothers and fathers.,240,0812484932,eng,1988,https://covers.openlibrary.org/b/id/12889769-L.jpg,https://openlibrary.org/works/OL45846W
Siddhartha,Hermann Hesse,"Alegorías, Buddha (The concept), Buddha and Buddhism",4.118644,59.0,"In the shade of the house, in the sunshine on the river bank by the boats, in the shade of the sallow wood and the fig tree, Siddhartha, the handsome Brahmin's son, grew up with his friend Govinda.",140,9780486404370,eng,1922,https://covers.openlibrary.org/b/id/6562535-L.jpg,https://openlibrary.org/works/OL872932W
Goodnight Moon,Margaret Wise Brown,"Children's fiction, Picture books, Bedtime, fiction",4.0735292,68.0,In the great green room,32,159519259X,jpn,1947,https://covers.openlibrary.org/b/id/35556-L.jpg,https://openlibrary.org/works/OL151798W
Xi you ji,Wu Cheng'en,"Buddhist Priests, Chinese Folk literature, Chinese fiction",3.0,2.0,盖闻天地之数，有十二万九千六百岁为一元。,563,7119009877,eng,1900,https://covers.openlibrary.org/b/id/8246231-L.jpg,https://openlibrary.org/works/OL3593545W
The Lightning Thief,Rick Riordan,"Serie:Percy_Jackson_and_the_Olympians, Fiction, Greek Mythology",4.278646,384.0,"Look, I didn't want to be a half-blood.",383,8804664568,eng,2005,https://covers.openlibrary.org/b/id/7239831-L.jpg,https://openlibrary.org/works/OL492658W
Hong lou meng,"Tsʻao, Hsüeh-chʻin.","Chinese fiction, Translations into English, China, fiction",5.0,6.0,No description available,965,7561316526,eng,1900,https://covers.openlibrary.org/b/id/6655966-L.jpg,https://openlibrary.org/works/OL11675949W
Elephants Can Remember,Agatha Christie,"Fiction, Mystery, Detective and mystery stories",3.8333333,12.0,MRS. Oliver looked at herself in the glass.,224,2702446574,eng,1969,https://covers.openlibrary.org/b/id/11165070-L.jpg,https://openlibrary.org/works/OL471776W
Schachnovelle,Stefan Zweig,"Chess, Chrestomathies and readers, Fiction",3.9666667,30.0,"Auf dem großen Passagierdampfer, der um Mitternacht von New York nach Buenos Aires abgehen sollte, herrschte die übliche Geschäftigkeit und Bewegung der letzten Stunde.",88,9789750522710,eng,1943,https://covers.openlibrary.org/b/id/5548285-L.jpg,https://openlibrary.org/works/OL28429W
Robin Hood,Howard Pyle,"Children's fiction, Robin hood (legendary character), fiction, Adventure and adventurers, fiction",4.3333335,15.0,"IN MERRY ENGLAND in the time of old, when good King Henry the Second ruled the land, there lived within the green glades of Sherwood Forest, near Nottingham Town, a famous outlaw whose name was Robin Hood.",254,1500848166,rum,1883,https://covers.openlibrary.org/b/id/5913135-L.jpg,https://openlibrary.org/works/OL2021953W
Love and Freindship,Jane Austen,"Fiction, classics, English literature, Fiction, short stories (single author)",4.25,4.0,No description available,112,1804530050,eng,1995,https://covers.openlibrary.org/b/id/12641527-L.jpg,https://openlibrary.org/works/OL15079937W
Jude the Obscure,Thomas Hardy,"Social life and customs, Death, Pine",3.909091,11.0,No description available,451,9781647988005,eng,1895,https://covers.openlibrary.org/b/id/12973053-L.jpg,https://openlibrary.org/works/OL44986W
The Turn of the Screw,Henry James,"Governesses, fiction, Children, fiction, Fiction, ghost",3.65,40.0,"The story had held us, round the fire, sufficiently breathless, but except the obvious remark that it was gruesome, as on Christmas Eve in an old house a strange tale should essentially be, I remember no comment uttered till somebody happened to note it as the only case he had met in which such a visitation had fallen on a child.",160,9781549690983,eng,1898,https://covers.openlibrary.org/b/id/181493-L.jpg,https://openlibrary.org/works/OL276386W
The Wind in the Willows,Kenneth Grahame,"Children's fiction, Animals, fiction, Friendship, fiction",4.075472,53.0,"The Mole had been working very hard all the morning, spring-cleaning his little home.",192,1176408275,eng,1908,https://covers.openlibrary.org/b/id/13335427-L.jpg,https://openlibrary.org/works/OL28570037W
La Chute,Albert Camus,"Conscience, Continental european fiction (fictional works by one author), Existentialism",3.7017543,57.0,"MAY 1, monsieur, offer my services without running the risk of intruding?",147,9788420637013,eng,1917,https://covers.openlibrary.org/b/id/8296477-L.jpg,https://openlibrary.org/works/OL1230631W
Guess How Much I Love You,Sam McBratney,"Fiction, Juvenile fiction, Love",4.3037972,79.0,No description available,32,9783794151257,eng,1994,https://covers.openlibrary.org/b/id/13282906-L.jpg,https://openlibrary.org/works/OL58402W
The Thirty-Nine Steps,John Buchan,"Hannay, richard (fictitious character), fiction, Great britain, fiction, Fiction, espionage",3.8695652,23.0,I returned from the City about three o'clock on that May afternoon pretty well disgusted with life.,116,149527084X,ita,1915,https://covers.openlibrary.org/b/id/93020-L.jpg,https://openlibrary.org/works/OL76524W
Die Verwandlung,Franz Kafka,"Fantasy fiction, Children's fiction, Lectures et morceaux choisis",4.1294966,139.0,"I COULD HEAR THE CARTS driving past the garden fence, sometimes I even caught sight of them through the gently shifting gaps in the foliage.",88,3150081556,eng,1915,https://covers.openlibrary.org/b/id/12820198-L.jpg,https://openlibrary.org/works/OL498556W
The Grapes of Wrath,John Steinbeck,"Labor camps, Depressions, Labor camps in literature",3.9150944,106.0,"To the red country and part of the gray country of Oklahoma, the last rains came gently, and they did not cut the scarred earth.",544,9798539462543,jpn,1939,https://covers.openlibrary.org/b/id/12715902-L.jpg,https://openlibrary.org/works/OL23205W
Northanger Abbey,Jane Austen,"Mate selection, Cousins, Fiction",3.875,40.0,No description available,251,9781974921522,eng,1818,https://covers.openlibrary.org/b/id/12567961-L.jpg,https://openlibrary.org/works/OL66534W
Anne's House of Dreams,Lucy Maud Montgomery,"Country life, Marriage, Juvenile fiction",4.133333,15.0,No description available,256,9781540741899,eng,1917,https://covers.openlibrary.org/b/id/14640440-L.jpg,https://openlibrary.org/works/OL77764W
Harry Potter and the Chamber of Secrets,J. K. Rowling,"series:Harry_Potter, Fantasy fiction, school stories",4.203125,448.0,"Ce n’était pas la première fois qu’une dispute éclatait au petit déjeuner dans la maison du 4, Privet Drive. Mr Vernon Dursley avait été réveillé à l’aube par un hululement sonore qui provenait de la chambre de son neveu Harry.",339,1408898160,ukr,1998,https://covers.openlibrary.org/b/id/15158664-L.jpg,https://openlibrary.org/works/OL82537W
